,artist_name,popularity,followers,artist_link,genres,top_track,top_track_album,top_track_popularity,top_track_release_date,top_track_duration_ms,top_track_explicit,top_track_album_link,top_track_link,query_genre
338,那英,43,180850,https://open.spotify.com/artist/35ig3ZjuqVyGeovLsj4xNm,"['classic mandopop', 'mainland chinese pop', 'mandopop']",夢一場,乾脆,59.0,1999-07-07,232333.0,False,https://open.spotify.com/album/5Z7Xo3HNCAuGsCV7TDZz8d,https://open.spotify.com/track/5EIfRhrHwSCa4rhA4jXyES,chinese
339,jahmiel,45,180318,https://open.spotify.com/artist/1pcKqVZ7T90mJ2rKo9XWYV,"['dancehall', 'jamaican dancehall']",U Me Luv,U Me Luv - Single,53.0,2017-08-11,219705.0,False,https://open.spotify.com/album/4xYzqM9G2kDuAJOD8fVLtF,https://open.spotify.com/track/3d4gsAWc1lEUcyr7VCKHxd,j-dance
340,JP THE WAVY,55,179904,https://open.spotify.com/artist/0hBYSjDjcAaAuSZcpN8jk9,"['j-rap', 'japanese trap']",LIKE I LOVE YOU feat. Ninety6miles,LIFE IS WAVY,59.0,2020-04-08,201213.0,False,https://open.spotify.com/album/1k9xsl6ERasBsfFDK7UJbQ,https://open.spotify.com/track/4v3uHaMCZZEufJvf14FFhX,japanese
341,Lee Young Ji,58,178402,https://open.spotify.com/artist/0Y2AcMPMpeuPXtPQGVvRBq,['korean trap'],NOT SORRY (Feat. pH-1) (Prod. by Slom),SHOW ME THE MONEY 11 Episode 3,61.0,2022-12-17,236500.0,False,https://open.spotify.com/album/5LsGOvNXMG46qugdghRGRF,https://open.spotify.com/track/5UOY3OZib7H4KFwTfsT66g,korean
342,Julia Wu,45,176442,https://open.spotify.com/artist/7pSH4sO2lXAxFKF6MkwORv,"['chinese electropop', 'mandopop']",你是不是有點動心 - Original,1:28 (Original),52.0,2017-09-07,268350.0,False,https://open.spotify.com/album/39MCCipCiuLjzl76bY7NmU,https://open.spotify.com/track/0FIRHGE4loKAH5o5ByiqG0,chinese
343,JO1,56,173210,https://open.spotify.com/artist/2koP6FEfIEVk4l2Fe6jFhu,['j-pop boy group'],NEWSmile,NEWSmile,70.0,2023-07-02,201755.0,False,https://open.spotify.com/album/4Pv8k6WZ60oUiuJtARH4BN,https://open.spotify.com/track/2CXVVWFqthDQ4GEEc8tUPJ,j-pop
344,須田景凪,52,172813,https://open.spotify.com/artist/5dWE3G7COO82G6vRy2Hpum,['japanese teen pop'],veil,Billow,61.0,2021-02-03,209636.0,False,https://open.spotify.com/album/3CzcEHy5nGbKPkA56ssTwd,https://open.spotify.com/track/1QkEUbGSlp70DYNFcxcxYI,japanese
345,李志,38,169319,https://open.spotify.com/artist/1fqb04dI9vaEcGDbIVrcib,"['chinese indie', 'chinese minyao']",天空之城,我愛南京,44.0,2009,223015.0,False,https://open.spotify.com/album/6CJqKNODbiY2NTB4ZvxTf6,https://open.spotify.com/track/0sr9wJ9gQTla0XPQjyuDuw,chinese
346,millennium parade,56,168051,https://open.spotify.com/artist/0GZ65zwBwkkwGNJ3zagtTZ,['japanese electropop'],W●RK,W●RK,77.0,2023-04-01,201073.0,False,https://open.spotify.com/album/0uKLHZitWwrvekNjznMAaB,https://open.spotify.com/track/1L50ymp25Vmu7VnPRx5TWf,japanese
347,deca joins,43,167788,https://open.spotify.com/artist/5wbF4yfjaOjTSkrnucKA77,"['chinese indie', 'taiwan indie']",海浪,Go Slow,51.0,2018-11-14,322333.0,False,https://open.spotify.com/album/3dsjH0D0Co0X7oii3a7FO8,https://open.spotify.com/track/5EpLeWSwqOG0mZW0R4WdKQ,chinese
348,Eikichi Yazawa,49,165706,https://open.spotify.com/artist/6r4KqrquvtAy0fcJUU2VGB,['japanese rockabilly'],YES MY LOVE - Remastered 2022,P.M.9 (50th Anniversary Remastered),51.0,1982-07-10,240826.0,False,https://open.spotify.com/album/7pTQ0NSEAfVErmdbB2qspz,https://open.spotify.com/track/4ht7olV8uxTN5LS6s8ahzd,japanese
349,DING DONG,45,165674,https://open.spotify.com/artist/351x2S7CduShTNvtzgkMl7,"['dancehall', 'jamaican dancehall', 'traphall']",Live Some Life (feat. DING DONG),Live Some Life (feat. DING DONG),56.0,2022-10-07,185191.0,False,https://open.spotify.com/album/3SwPKWhYOkIGL3AF0CC6sY,https://open.spotify.com/track/35MNHqBGewFxlJZtjHOxvj,j-dance
350,Dynamicduo,53,165472,https://open.spotify.com/artist/4nvFFLtv7ZqoTr83387uK4,"['k-rap', 'korean r&b']",AEAO,A Giant Step,74.0,2014-07-16,316944.0,False,https://open.spotify.com/album/6SFd0NeIrUfZoqCSjoFpe8,https://open.spotify.com/track/3TPvrMAd1hbPRXuHCRX0Pl,korean
351,Kid Milli,48,165339,https://open.spotify.com/artist/7IWshUcKfJyDWrbiF2XT8J,"['k-rap', 'korean underground rap']",IndiGO,IM,49.0,2018-06-24,240502.0,True,https://open.spotify.com/album/746wgMy4H3WxiBt9IEb7gb,https://open.spotify.com/track/5oxmx6B0kWTuCKgBzv8NpH,korean
352,Joanna Wang,44,165009,https://open.spotify.com/artist/1km0aro5NJuoX5dE0Mub5C,"['chinese audiophile', 'chinese jazz', 'mandopop', 'taiwan singer-songwriter']",Wild World - Acoustic Version,为爱做的一切,56.0,2011-09-23,225053.0,False,https://open.spotify.com/album/019FOSKZXxS56quC2Wmb1K,https://open.spotify.com/track/0ZWSpn7UgqAp4exbKEUD5g,chinese
353,Park Hyo Shin,40,160390,https://open.spotify.com/artist/57htMBtzpppc1yoXgjbslj,['korean pop'],Wild Flower,I am A Dreamer,50.0,2016-10-03,314254.0,False,https://open.spotify.com/album/6ceHoTiPm8m5gera0XdBOW,https://open.spotify.com/track/5wQgwLigxPtDwDMMFCu2tV,j-pop
354,Park Hyo Shin,40,160390,https://open.spotify.com/artist/57htMBtzpppc1yoXgjbslj,['korean pop'],Wild Flower,I am A Dreamer,50.0,2016-10-03,314254.0,False,https://open.spotify.com/album/6ceHoTiPm8m5gera0XdBOW,https://open.spotify.com/track/5wQgwLigxPtDwDMMFCu2tV,korean
355,Hua Chen Yu,42,159224,https://open.spotify.com/artist/7v7bP8NfcMYh4sDADEAy6Z,['chinese hip hop'],好想愛這個世界啊,新世界,57.0,2020-04-08,258834.0,False,https://open.spotify.com/album/5k5Rk6VmBvgKHia91bJFNN,https://open.spotify.com/track/4ypoimFPt0SuieiBFWXCqH,chinese
356,Hu Xia,45,157751,https://open.spotify.com/artist/3iRqbMhzyOyoCkmmMRxLWR,"['mainland chinese pop', 'mandopop']",那些年,燃點,60.0,2012-02-24,369866.0,False,https://open.spotify.com/album/2lFXvFUkCw1HgK6My78Ldk,https://open.spotify.com/track/3v8FOuA8jxAC5SOA2uN6Mg,chinese
357,Teejay,49,153336,https://open.spotify.com/artist/30hElzuHCZ1qzCl364SHma,"['dancehall', 'jamaican dancehall', 'jamaican hip hop', 'traphall', 'trinibad']",Drift,Drift,49.0,2023-06-30,163190.0,True,https://open.spotify.com/album/3MZbcKtTrzsjh0iNOEgHcP,https://open.spotify.com/track/0ydoqpTVhaDzjDg7WVcg4m,j-dance
358,Kelly Yu,42,150611,https://open.spotify.com/artist/5R56NYbLCC2HpOwlYBnmeN,"['mainland chinese pop', 'mandopop']",體面,尚未界定,61.0,2018-11-06,282770.0,False,https://open.spotify.com/album/3Izw8Ec6jQUYjSDUifh7XO,https://open.spotify.com/track/7oOfvZDUqhiJd9OC2Tq8Nh,chinese
359,PUNPEE,49,149719,https://open.spotify.com/artist/0mP8A1qIoufScrsxq18Cw6,"['j-rap', 'japanese r&b']",ODDTAXI,ODDTAXI,51.0,2021-04-07,203364.0,False,https://open.spotify.com/album/3xvfQSF7SX9lk4OC1wwOTS,https://open.spotify.com/track/4bMo9lJmh3jNTzfmfQ1YcL,japanese
360,Ada Zhuang,44,145595,https://open.spotify.com/artist/42l9R70OWvywz9JN9DCVOM,"['chinese singer-songwriter', 'mainland chinese pop', 'mandopop']",再見只是陌生人,放過自己,55.0,2015,251690.0,False,https://open.spotify.com/album/4JbsUHHIczczvvAPh137S8,https://open.spotify.com/track/0K2UkduBJxjuNYLOFhpwHB,chinese
361,和ぬか,51,144088,https://open.spotify.com/artist/6LesPuO1nhgJ2acJ4MjyBI,['japanese teen pop'],寄り酔い,青二才,52.0,2022-07-06,219173.0,False,https://open.spotify.com/album/2Tv54fqQpFKlykCpAECxI8,https://open.spotify.com/track/7Hj7PMdrx3bKse1hhL7qv4,japanese
362,"Car, the garden",47,143682,https://open.spotify.com/artist/7c1HgFDe8ogy5NOZ1ANCJQ,"['k-indie', 'korean pop']",Scars leave beautiful trace,"Alchemy of Souls, Pt. 1 (Original Television Soundtrack)",60.0,2022-06-26,213946.0,False,https://open.spotify.com/album/5suBD7aDfNiIkbUvYaHtfR,https://open.spotify.com/track/1y6dEjheBdnopNo0xDXJ9P,j-pop
363,"Car, the garden",47,143682,https://open.spotify.com/artist/7c1HgFDe8ogy5NOZ1ANCJQ,"['k-indie', 'korean pop']",Scars leave beautiful trace,"Alchemy of Souls, Pt. 1 (Original Television Soundtrack)",60.0,2022-06-26,213946.0,False,https://open.spotify.com/album/5suBD7aDfNiIkbUvYaHtfR,https://open.spotify.com/track/1y6dEjheBdnopNo0xDXJ9P,korean
364,Jang Beom June,39,142179,https://open.spotify.com/artist/529ZdRwFoSKtQ0LPwKxGiu,"['korean pop', 'korean singer-songwriter']",Your Shampoo Scent In The Flowers,"Be Melodramatic (Original Television Soundtrack), Pt. 3",53.0,2019-08-23,168492.0,False,https://open.spotify.com/album/5ceWbG2nV9xM9z9ZYdD3Mg,https://open.spotify.com/track/49jhaFKylisSzgaReEP2Jt,korean
365,Jang Beom June,39,142179,https://open.spotify.com/artist/529ZdRwFoSKtQ0LPwKxGiu,"['korean pop', 'korean singer-songwriter']",Your Shampoo Scent In The Flowers,"Be Melodramatic (Original Television Soundtrack), Pt. 3",53.0,2019-08-23,168492.0,False,https://open.spotify.com/album/5ceWbG2nV9xM9z9ZYdD3Mg,https://open.spotify.com/track/49jhaFKylisSzgaReEP2Jt,j-pop
366,Lexie Liu,54,137627,https://open.spotify.com/artist/6fs2or0cKLEM2xohWq8SoX,['chinese electropop'],MAGICIAN,The Happy Star,55.0,2022-12-06,213062.0,False,https://open.spotify.com/album/6TncHvvXh96HDGtWGrsNIV,https://open.spotify.com/track/07tOPpbPKrEgTxc8HgHfZZ,chinese
367,Zhang Bichen,50,136485,https://open.spotify.com/artist/7n6JzP9GxGVVzXG0t0gLu3,"['mainland chinese pop', 'mandopop']",你是我此生唯一所愿(《偷偷藏不住》电视剧插曲),《偷偷藏不住》影视原声专辑,61.0,2023-06-20,194244.0,False,https://open.spotify.com/album/0Iu6Uth2kvGcJsEm9enE22,https://open.spotify.com/track/2QB4Pkp3eUL4avGexSbkgA,chinese
368,Toshinobu Kubota,48,135845,https://open.spotify.com/artist/45JvI0rkPkFFL14Cj0eput,"['classic j-pop', 'japanese r&b']",LA・LA・LA LOVE SONG,LA・LA・LA LOVE THANG,62.0,1996-12-02,286493.0,False,https://open.spotify.com/album/3sqTfrcrrVXqmquAQ5LqGc,https://open.spotify.com/track/2NFKSwzaNKXAqBqlXgeTEo,japanese
369,GroovyRoom,50,135749,https://open.spotify.com/artist/29HqjVbJr3vsc2l6BTI4eB,"['k-rap', 'korean r&b']",Can′t Slow Me Down,VALORANT / Can′t Slow Me Down,64.0,2022-02-15,138960.0,False,https://open.spotify.com/album/0KcTPJHY7Icv9WYHXmcun1,https://open.spotify.com/track/66wSpvsxSBGBBnHax8VB9S,korean
370,Govana,42,134937,https://open.spotify.com/artist/5Xi3NfsVBIEbaWVUfBTy39,"['dancehall', 'jamaican dancehall', 'traphall']",Dream Team,No Love,49.0,2023-01-20,175483.0,True,https://open.spotify.com/album/6Ds8n0PlFxomLOtEHFwBeo,https://open.spotify.com/track/4m5cLRAuud95LZJhBPuQnH,j-dance
371,MAISONdes,57,132875,https://open.spotify.com/artist/7LTiBdByoaUd329wCpmMcM,['japanese teen pop'],トウキョウ・シャンディ・ランデヴ,トウキョウ・シャンディ・ランデヴ,71.0,2022-10-21,184766.0,False,https://open.spotify.com/album/4PVGSr28Y12iTfD6QnzAkQ,https://open.spotify.com/track/2MmgGuQzr0kkiA04lMdPXW,j-pop
372,MAISONdes,57,132875,https://open.spotify.com/artist/7LTiBdByoaUd329wCpmMcM,['japanese teen pop'],トウキョウ・シャンディ・ランデヴ,トウキョウ・シャンディ・ランデヴ,71.0,2022-10-21,184766.0,False,https://open.spotify.com/album/4PVGSr28Y12iTfD6QnzAkQ,https://open.spotify.com/track/2MmgGuQzr0kkiA04lMdPXW,japanese
373,陳粒,47,131638,https://open.spotify.com/artist/3SyC3U06X0DjdWd2Jf6V8Q,"['chinese minyao', 'chinese singer-songwriter']",小半,小梦大半,60.0,2016-07-26,297240.0,False,https://open.spotify.com/album/7jXDJuL3KJ9N28rVjmuUrl,https://open.spotify.com/track/3QxWTqyIT4O9bokIZlNDpo,chinese
374,Ryuji Imaichi,30,130547,https://open.spotify.com/artist/70OLJdY31J0j1JgNcLsvSc,['japanese dance pop'],Catch my Light,LIGHT>DARKNESS,32.0,2018-08-01,220626.0,False,https://open.spotify.com/album/6ng558k2FjrsB8O3YGngzY,https://open.spotify.com/track/0aA5bXlKf0JaAdsJkZzpaW,j-dance
375,Chronic Law,47,130385,https://open.spotify.com/artist/3zorWCDx017sz4UYP2fC9w,"['dancehall', 'jamaican dancehall', 'jamaican hip hop', 'traphall']",Empty,Empty,51.0,2022-06-23,206393.0,True,https://open.spotify.com/album/6I4pA1YFu1ujWabNzhRVUi,https://open.spotify.com/track/2TlWUtnJz1SdlWi5B0tORD,j-dance
376,花譜,52,130322,https://open.spotify.com/artist/2c32JruIkUyfdycHmhIph4,"['japanese teen pop', 'japanese vtuber']",アンサー,魔法,48.0,2020-12-16,230561.0,False,https://open.spotify.com/album/4QUfYAgz2I7uypWpeTAWov,https://open.spotify.com/track/5w3rC66HQ8fQWg2V3gepdS,japanese
377,Leellamarz,48,130046,https://open.spotify.com/artist/79g2STpP2iV1xfgHuhrhX0,"['k-rap', 'korean r&b']",Don′t do That,TOYSTORY3,50.0,2022-05-20,135120.0,False,https://open.spotify.com/album/2g9x0qCPJGKzfxqrVcgrVy,https://open.spotify.com/track/5OiD0uUNxZkSyG3opReDlx,korean
378,M.C the Max,38,128043,https://open.spotify.com/artist/3MaRWfwKpbYnkYHC5gRKYo,"['classic k-pop', 'korean pop']",No matter where,Pathos,48.0,2016-01-28,331154.0,False,https://open.spotify.com/album/42FCxz16YLTZ1nw5lVfpaR,https://open.spotify.com/track/7oT5JOWwxnwcZRI6NLzhWs,j-pop
379,M.C the Max,38,128043,https://open.spotify.com/artist/3MaRWfwKpbYnkYHC5gRKYo,"['classic k-pop', 'korean pop']",No matter where,Pathos,48.0,2016-01-28,331154.0,False,https://open.spotify.com/album/42FCxz16YLTZ1nw5lVfpaR,https://open.spotify.com/track/7oT5JOWwxnwcZRI6NLzhWs,korean
380,Yasutaka Nakata,39,127195,https://open.spotify.com/artist/2qNI3aGlywRzTkRBOy9YzG,"['bitpop', 'japanese dance pop', 'japanese electropop']",NANIMONO (feat. 米津玄師),Digital Native,43.0,2018-02-05,246133.0,False,https://open.spotify.com/album/6NVNEoqidz3c49nCCiYoUf,https://open.spotify.com/track/5uodb4Kj8xSuxurunWcbPJ,j-dance
381,しゃろう,51,127159,https://open.spotify.com/artist/78Oq5iXIM9HCAe0zYg8E7o,['japanese viral pop'],2:23 AM,2:23 AM,55.0,2021-02-19,196000.0,False,https://open.spotify.com/album/0RUCeBbeYr51JaeqHiOpge,https://open.spotify.com/track/2G2X5AMqBRE2PgS3qCWfqf,japanese
382,eill,52,125943,https://open.spotify.com/artist/3AiES4wyTOfJvNgqz9baDn,"['anime', 'japanese r&b']",Happy Ending,Happy Ending,48.0,2023-06-14,229847.0,False,https://open.spotify.com/album/0dSDXhmYL9VjTIj9PMn1ny,https://open.spotify.com/track/3b2BqLB9U3PNdMhcGq8pOR,japanese
383,Gaeko,55,124104,https://open.spotify.com/artist/0tkHE1pQ5ZCgQb8WZ0ba79,"['k-rap', 'korean r&b']",Wake Up (Prod. CODE KUNST),Show Me The Money 10 Episode 1,50.0,2021-11-06,370533.0,False,https://open.spotify.com/album/57an88yn23zGQ4rmor7tkX,https://open.spotify.com/track/3ijq6sRH7PgRabMb83VvQO,korean
384,Shizuka Kudo,44,122689,https://open.spotify.com/artist/7sU5H7XSVz0GC1RyM7jY2W,"['classic j-pop', 'idol kayo']",Doukoku,Rise Me,33.0,1993,285306.0,False,https://open.spotify.com/album/1MJbSdsGgECWrne38f5bL3,https://open.spotify.com/track/5A8Ol39jeXCzbuFQbEdRRF,j-idol
385,Dok2,44,122505,https://open.spotify.com/artist/0rW6fVd3yuW2CF2sLYWQtE,"['k-rap', 'korean old school hip hop']",Grrr - Spotify Singles,Spotify Singles,52.0,2023-03-17,236866.0,False,https://open.spotify.com/album/2XAl1NxzmOcAgtXNwYjqWn,https://open.spotify.com/track/2UrBX2cG7ZSnN2SbgspmtK,korean
386,chay,36,121433,https://open.spotify.com/artist/74F5BixS3Q9eSs9AnG3xIz,"['j-idol', 'j-pop']",あなたに恋をしてみました,Heart Box,28.0,2020-10-28,268160.0,False,https://open.spotify.com/album/783W7a6GH1uTzYTtEjTEdk,https://open.spotify.com/track/67lvDvRyTTxfIHLVmf6A9r,j-idol
387,Lim Changjung,36,120786,https://open.spotify.com/artist/4dB2XmMpzPxsMRnt62TbF5,['korean pop'],Soju Hanjan,Bye,46.0,2002-04-26,290960.0,False,https://open.spotify.com/album/6IcBFF3yXklWuA44of4ATg,https://open.spotify.com/track/10if3nqm7OS7qrV45v9GOg,korean
388,Lee Moon Sae,41,120550,https://open.spotify.com/artist/2eVlgLy3Aym09gM3dqx6cq,"['classic korean pop', 'korean pop']",Talk About Love,"The Good Bad Mother (Original Television Soundtrack, Pt. 6)",52.0,2023-05-24,218000.0,False,https://open.spotify.com/album/2KFsvdLGizodPJeSc39k30,https://open.spotify.com/track/4jJG67ZARJRVBBIXMf0qpM,korean
389,Lee Moon Sae,41,120550,https://open.spotify.com/artist/2eVlgLy3Aym09gM3dqx6cq,"['classic korean pop', 'korean pop']",Talk About Love,"The Good Bad Mother (Original Television Soundtrack, Pt. 6)",52.0,2023-05-24,218000.0,False,https://open.spotify.com/album/2KFsvdLGizodPJeSc39k30,https://open.spotify.com/track/4jJG67ZARJRVBBIXMf0qpM,j-pop
390,許嵩,45,120364,https://open.spotify.com/artist/2hgxWUG24w1cFLBlPSEVcV,"['mainland chinese pop', 'zhongguo feng']",有何不可,自定義,57.0,2008-12-30,240027.0,False,https://open.spotify.com/album/0OfgDIAou9mTshlocs9hXD,https://open.spotify.com/track/5rXBmcYNJYMYdhwxlMLh0s,chinese
391,Kwon Jin Ah,45,119545,https://open.spotify.com/artist/0kRAVpQhUUArA8UnYwEdeZ,"['k-indie', 'korean pop']",Something's Wrong,Something's Wrong,56.0,2020-04-01,243880.0,False,https://open.spotify.com/album/5TbAZIZKLCNNM0F7rXWqb1,https://open.spotify.com/track/3ctGT9T08w6VnpND1zhPTW,korean
392,Kwon Jin Ah,45,119545,https://open.spotify.com/artist/0kRAVpQhUUArA8UnYwEdeZ,"['k-indie', 'korean pop']",Something's Wrong,Something's Wrong,56.0,2020-04-01,243880.0,False,https://open.spotify.com/album/5TbAZIZKLCNNM0F7rXWqb1,https://open.spotify.com/track/3ctGT9T08w6VnpND1zhPTW,j-pop
393,队长,54,118753,https://open.spotify.com/artist/4SpsVETdnMLwPHyOW0FlQz,['chinese viral pop'],哪里都是你,哪里都是你,67.0,2017-07-03,222683.0,False,https://open.spotify.com/album/6C7UyN1fTxNKDeU6X4fYsH,https://open.spotify.com/track/3QP3cYE3qnplFueLKNVsbM,chinese
394,マルシィ,51,118333,https://open.spotify.com/artist/7oQ6zxSp4eQjvVkk9rGIDV,['japanese teen pop'],未来図,Memory,62.0,2022-06-01,229586.0,False,https://open.spotify.com/album/1lemAJOLEhD9JWaWbQnUAf,https://open.spotify.com/track/3hD6z4YbJk64kN3v3N47hr,japanese
395,LEX,51,116760,https://open.spotify.com/artist/2KpK4apOMD6evPHoPggSVF,"['j-rap', 'japanese trap']",なんでも言っちゃって,LOGIC,58.0,2021-09-29,146666.0,False,https://open.spotify.com/album/5ftRmSBjH02fMedZmn1alL,https://open.spotify.com/track/1ZGBwdBfy7M5XWGo4XoGlf,japanese
396,ロクデナシ,55,116756,https://open.spotify.com/artist/4kpQdAU7yPjqtiJsFcBTBb,['japanese viral pop'],ただ声一つ,ただ声一つ,74.0,2021-12-22,161561.0,False,https://open.spotify.com/album/4XSyWcP9Ofb0aGunNVVV6t,https://open.spotify.com/track/2e1gUS6Wv8GS8ZT6FMeE1J,japanese
397,OZworld,52,115738,https://open.spotify.com/artist/34tJ8UnaAbWcrug3Nym7ZO,"['j-rap', 'japanese trap']",RASEN in OKINAWA,098RADIO vol.1 Hosted by Awich,50.0,2023-03-15,289846.0,True,https://open.spotify.com/album/6jQI4R1D8sk5YXQnSju44y,https://open.spotify.com/track/6JDDIx1vSs5GvMZXsy2aR2,japanese
398,Tsai Chin,42,115729,https://open.spotify.com/artist/0hXEo26JJ0u5lD763cTvRW,"['c-pop', 'chinese audiophile', 'classic mandopop', 'taiwan campus folk']",明天會更好,明天會更好,52.0,1985-10-25,320720.0,False,https://open.spotify.com/album/4uV2SfVqzQ9iq9h8w9L5a2,https://open.spotify.com/track/5bcbAT32LJS87hklgOxUqM,chinese
399,9m88,43,112789,https://open.spotify.com/artist/4PjY2961rc0MHE9zHYWEnH,"['chinese r&b', 'mandopop', 'taiwan pop']",Black Out,Black Out,36.0,2018-07-10,237406.0,False,https://open.spotify.com/album/42QJ1OGLP0D2ODchfQcLnA,https://open.spotify.com/track/7pyQunCBNLEykFag9Nkud0,chinese
400,neguse.,55,111944,https://open.spotify.com/artist/7jiFTNRWSw8zYgUj9wNJld,['japanese teen pop'],日常革命,ワンダーランドに愛情を!,69.0,2022-09-14,273160.0,False,https://open.spotify.com/album/52s8JzniZA0dZA1D6sQOih,https://open.spotify.com/track/1Ej4gvxiMMXtD8uDnADCTT,j-pop
401,neguse.,55,111944,https://open.spotify.com/artist/7jiFTNRWSw8zYgUj9wNJld,['japanese teen pop'],日常革命,ワンダーランドに愛情を!,69.0,2022-09-14,273160.0,False,https://open.spotify.com/album/52s8JzniZA0dZA1D6sQOih,https://open.spotify.com/track/1Ej4gvxiMMXtD8uDnADCTT,japanese
402,万能青年旅店,38,111253,https://open.spotify.com/artist/4ntvojSPscU3PxselAEeY2,"['chinese indie', 'chinese indie rock']",杀死那个石家庄人,万能青年旅店,50.0,2010-11-12,344253.0,False,https://open.spotify.com/album/6gApmv7Klo2uuyTxWkPzXb,https://open.spotify.com/track/2oSyibxNEOnHUYh1J0xNYX,chinese
403,The Quiett,44,109376,https://open.spotify.com/artist/2qI1pO64eYqGUiv1XTw4cy,"['k-rap', 'korean r&b', 'korean trap']",119 REMIX,119 REMIX,48.0,2018-12-02,1240555.0,True,https://open.spotify.com/album/7qu7x0k4Mz3KgDKkSnLqtw,https://open.spotify.com/track/74iLM3khzrxThTy39JDQMC,korean
404,SOLE,48,108498,https://open.spotify.com/artist/6naXFodImN2DwRmKCQHAUt,['korean r&b'],Slow,Slow,54.0,2018-07-13,241676.0,False,https://open.spotify.com/album/2RhEisiqycAq2YrXJcUL4r,https://open.spotify.com/track/3bHE2Q0boauLBF8iJLUIga,korean
405,CAPSULE,44,104003,https://open.spotify.com/artist/61KJdJU38zrAW4c3PI9C9N,"['japanese dance pop', 'japanese electropop']",TICTAC,L.D.K. Lounge Designers Killer,64.0,2005-09-21,150920.0,False,https://open.spotify.com/album/2QKJQBS7ElKCcq7GoE601a,https://open.spotify.com/track/3M1RQSSxQiZs8fooz4Qo0y,j-dance
406,Lucky Kilimanjaro,51,102777,https://open.spotify.com/artist/2V8UZPMR1EbkXhzvEGBTrV,"['city pop', 'j-indie', 'japanese electropop', 'japanese r&b']",Burning Friday Night,FULLCOLOR,69.0,2015-07-22,255408.0,False,https://open.spotify.com/album/1rDLRueueI2ILXOyZE5qWd,https://open.spotify.com/track/1NlkoYEA1ndLQIKzXTPh9V,japanese
407,Hitomi Shimatani,39,102729,https://open.spotify.com/artist/34eavfJpWV3DnvwqOmml18,"['j-idol', 'j-pop']",亜麻色の髪の乙女,シャンティ,50.0,2002-06-12,243100.0,False,https://open.spotify.com/album/0oqCEH94eNbMVWWW3d8hvk,https://open.spotify.com/track/1ixx7OysQiApsvxzluESli,j-idol
408,Bugle,37,99929,https://open.spotify.com/artist/4J51t1ZO7ed5qgsXmz9VXM,['jamaican dancehall'],Look Deep,Toxicity (Deluxe),30.0,2022-08-26,178329.0,False,https://open.spotify.com/album/4oa45E48GthQpZZdBVdP4I,https://open.spotify.com/track/4zbpPEhL3U8ewJAfaVlBbr,j-dance
409,Sunwoojunga,46,99003,https://open.spotify.com/artist/04L3elxyr0XFua2Ek3domW,"['k-indie', 'korean pop']",Silence,"See You in My 19th Life, Pt. 1 (Original Television Soundtrack)",60.0,2023-06-18,208953.0,False,https://open.spotify.com/album/2FpX66kv5OmYPcW1z096xX,https://open.spotify.com/track/4jo1vWSksZ88INZrc3EEhz,j-pop
410,Sunwoojunga,46,99003,https://open.spotify.com/artist/04L3elxyr0XFua2Ek3domW,"['k-indie', 'korean pop']",Silence,"See You in My 19th Life, Pt. 1 (Original Television Soundtrack)",60.0,2023-06-18,208953.0,False,https://open.spotify.com/album/2FpX66kv5OmYPcW1z096xX,https://open.spotify.com/track/4jo1vWSksZ88INZrc3EEhz,korean
411,hitomi,37,96908,https://open.spotify.com/artist/5rdloWitZKhrtedmOBdhG8,"['j-idol', 'j-pop']",LOVE 2000,LOVE LIFE,52.0,2000-12-13,263366.0,False,https://open.spotify.com/album/1vmBg5SX0f8SLdbtqxTcPR,https://open.spotify.com/track/0pT3b7HUzttsPoDoD9TSnS,j-idol
412,Kim Dong Ryul,36,96701,https://open.spotify.com/artist/3zYyfrb4r6ZHI5Di0rB9bV,"['korean pop', 'korean singer-songwriter']",다시 사랑한다 말할까,기억속의 멜로디,42.0,2012-09-05,287741.0,False,https://open.spotify.com/album/3bQEUGF2WB3YyIucl9rGKi,https://open.spotify.com/track/52p5RtEaTXx1u1udrx8Fqr,korean
413,george,48,96602,https://open.spotify.com/artist/2pRZp2WxvnWWiSPcSSYkNV,['korean city pop'],Boat,Boat,59.0,2017-11-17,191994.0,False,https://open.spotify.com/album/5rQ22IrvP4D6z5dHcAS6De,https://open.spotify.com/track/2PrweoTShLVamfIdefEaek,j-pop
414,george,48,96602,https://open.spotify.com/artist/2pRZp2WxvnWWiSPcSSYkNV,['korean city pop'],Boat,Boat,59.0,2017-11-17,191994.0,False,https://open.spotify.com/album/5rQ22IrvP4D6z5dHcAS6De,https://open.spotify.com/track/2PrweoTShLVamfIdefEaek,korean
415,Susumu Yokota,40,94655,https://open.spotify.com/artist/3ND5NWoKzlelYDDyWqSQpQ,"['abstract', 'ambient', 'compositional ambient', 'drone', 'fourth world', 'intelligent dance music', 'j-ambient', 'japanese electronic', 'japanese idm']",Kirakiraboshi,Sakura,47.0,1999-07-21,115813.0,False,https://open.spotify.com/album/2BRedpXNmL3NkN2eutmXZ2,https://open.spotify.com/track/3cmnCQ0h8Ae90Xbn85VmZY,j-dance
