,artist_name,popularity,followers,artist_link,genres,top_track,top_track_album,top_track_popularity,top_track_release_date,top_track_duration_ms,top_track_explicit,top_track_album_link,top_track_link,query_genre
114,KAI,65,1179820,https://open.spotify.com/artist/6iVo62B0bdTknRcrktCmak,['k-pop'],Rover,Rover - The 3rd Mini Album,84.0,2023-03-13,174506.0,False,https://open.spotify.com/album/5gzd4IZ9KTwW6Hhgll1K7U,https://open.spotify.com/track/3WUyu94psXrYV6HZbXgcFA,j-pop
115,TAEYANG,67,1166851,https://open.spotify.com/artist/6udveWUgX4vu75FF0DTrXV,"['k-pop', 'korean r&b']",Shoong! (feat. LISA of BLACKPINK),Down to Earth,79.0,2023-04-25,205101.0,False,https://open.spotify.com/album/6uMu4poce5OdMd1HYglZux,https://open.spotify.com/track/5HrIcZOo1DysX53qDRlRnt,j-pop
116,TAEYANG,67,1166851,https://open.spotify.com/artist/6udveWUgX4vu75FF0DTrXV,"['k-pop', 'korean r&b']",Shoong! (feat. LISA of BLACKPINK),Down to Earth,79.0,2023-04-25,205101.0,False,https://open.spotify.com/album/6uMu4poce5OdMd1HYglZux,https://open.spotify.com/track/5HrIcZOo1DysX53qDRlRnt,korean
117,Crush,61,1143343,https://open.spotify.com/artist/6aLdhHUqgdKE86xbtNmY8g,"['k-pop', 'korean r&b']",Rush Hour (Feat. j-hope of BTS),Rush Hour,73.0,2022-09-22,177302.0,False,https://open.spotify.com/album/7egcy2gtlyoUUl1OlQrY3R,https://open.spotify.com/track/5aucVLKiumD89mxVCB4zvS,j-pop
118,Crush,61,1143343,https://open.spotify.com/artist/6aLdhHUqgdKE86xbtNmY8g,"['k-pop', 'korean r&b']",Rush Hour (Feat. j-hope of BTS),Rush Hour,73.0,2022-09-22,177302.0,False,https://open.spotify.com/album/7egcy2gtlyoUUl1OlQrY3R,https://open.spotify.com/track/5aucVLKiumD89mxVCB4zvS,korean
119,HEIZE,57,1124826,https://open.spotify.com/artist/5dCvSnVduaFleCnyy98JMo,"['k-pop', 'korean pop', 'korean r&b']",We don't talk together (Prod. by SUGA),We don’t talk together,65.0,2019-07-07,199215.0,False,https://open.spotify.com/album/0s8dKFltKr9FiUoG1QNKaN,https://open.spotify.com/track/6SG8lh7fWQ2bahP5WBYePn,j-pop
120,HEIZE,57,1124826,https://open.spotify.com/artist/5dCvSnVduaFleCnyy98JMo,"['k-pop', 'korean pop', 'korean r&b']",We don't talk together (Prod. by SUGA),We don’t talk together,65.0,2019-07-07,199215.0,False,https://open.spotify.com/album/0s8dKFltKr9FiUoG1QNKaN,https://open.spotify.com/track/6SG8lh7fWQ2bahP5WBYePn,korean
121,Ketsumeishi,54,1113287,https://open.spotify.com/artist/4FyAgiZa3q0eeljDvcOXFh,['j-pop'],sakura,Ketsunopolis4,39.0,2005-06-29,316040.0,False,https://open.spotify.com/album/6dk6Sow52hehRl2RhBWLby,https://open.spotify.com/track/2t0w4lINBHiuqwOQ5EQDN7,j-pop
122,UVERworld,58,1104597,https://open.spotify.com/artist/6m14xgA0m3w92UM7ujJgky,"['anime', 'j-pop', 'j-poprock', 'j-rock']",ODD FUTURE,UNSER,62.0,2019-12-04,226493.0,False,https://open.spotify.com/album/5HV9QkpAM1knGp8FjdLWf8,https://open.spotify.com/track/5tHp131qFB3T7e01x1xsO2,j-pop
123,fromis_9,58,1088607,https://open.spotify.com/artist/24nUVBIlCGi4twz4nYxJum,"['k-pop', 'k-pop girl group']",#menow,Unlock My World,70.0,2023-06-05,169906.0,False,https://open.spotify.com/album/48DcB4A9LV3DugLTILN1D9,https://open.spotify.com/track/4lIAPwAU6R8PAy2WhykC4i,j-pop
124,BUMP OF CHICKEN,60,1062148,https://open.spotify.com/artist/0hSFeqPehe7FtCNWuQ6Bsy,"['j-pop', 'j-rock']",SOUVENIR,SOUVENIR,70.0,2022-09-29,264126.0,False,https://open.spotify.com/album/62Rk2K7V2le9NBC75ANiX7,https://open.spotify.com/track/7qOsSOpiL3R8RKyiBtIYNQ,j-pop
125,Sukima Switch,55,1059780,https://open.spotify.com/artist/0wRzWf3I4lUl9hdFF5uL0m,"['j-pop', 'j-rock']",全力少年,空創クリップ,67.0,2005-07-20,272746.0,False,https://open.spotify.com/album/1FNUB07yBe3CJwXUQQoOdh,https://open.spotify.com/track/3Ztjw8utVpcrzms1RrsJvR,j-pop
126,Macaroni Empitsu,64,1052832,https://open.spotify.com/artist/1t17z3vfuc82cxSDMrvryJ,"['anime', 'j-pop', 'japanese alternative rock', 'japanese teen pop']",なんでもないよ、,ハッピーエンドへの期待は,74.0,2022-01-12,219252.0,False,https://open.spotify.com/album/2pJn8hcJhOliBQipPHKsaz,https://open.spotify.com/track/5W7Y92LB4jWvu9NeEQ0GZl,j-pop
127,Macaroni Empitsu,64,1052832,https://open.spotify.com/artist/1t17z3vfuc82cxSDMrvryJ,"['anime', 'j-pop', 'japanese alternative rock', 'japanese teen pop']",なんでもないよ、,ハッピーエンドへの期待は,74.0,2022-01-12,219252.0,False,https://open.spotify.com/album/2pJn8hcJhOliBQipPHKsaz,https://open.spotify.com/track/5W7Y92LB4jWvu9NeEQ0GZl,japanese
128,FIFTY FIFTY,77,1040052,https://open.spotify.com/artist/4GJ6xDCF5jaUqD6avOuQT6,['k-pop girl group'],Cupid - Twin Ver.,The Beginning: Cupid,98.0,2023-02-24,174253.0,False,https://open.spotify.com/album/5letLUZIFsQikJYShfGNs4,https://open.spotify.com/track/7FbrGaHYVDmfr7KoLIZnQ7,j-pop
129,ayaka,50,1020612,https://open.spotify.com/artist/22FsmLO3ZyvgWBy5QbfcQi,"['j-pop', 'japanese singer-songwriter']",にじいろ,レインボーロード,60.0,2015-04-15,224720.0,False,https://open.spotify.com/album/0PxbPJV4yqtEe6Vk6nvK03,https://open.spotify.com/track/3JrxNi0sQ1Lnx8eGonp3Ma,japanese
130,NiziU,57,1005843,https://open.spotify.com/artist/3z8diLlUCkN1j9N9ZdnfBJ,['j-pop'],Paradise,COCONUT,54.0,2023-07-05,209773.0,False,https://open.spotify.com/album/7pMBT70d3wGM0VZfLcQ6f3,https://open.spotify.com/track/3DvO6eGrWKvlQ816bXhcHs,j-pop
131,MAN WITH A MISSION,64,1002451,https://open.spotify.com/artist/3NTbOmzlj2cL86XFuDVFvZ,"['anime rock', 'j-pop', 'j-rock']",絆ノ奇跡,絆ノ奇跡,83.0,2023-04-10,223320.0,False,https://open.spotify.com/album/1xml9CR90tJdvTESDk4Q4s,https://open.spotify.com/track/2VBLFxCUyFp5BfmsZpxcis,j-pop
132,Motohiro Hata,53,998239,https://open.spotify.com/artist/706WzkJEacBrtkHKRpBU2q,"['j-acoustic', 'j-pop', 'j-rock', 'japanese singer-songwriter']",ひまわりの約束,All Time Best ハタモトヒロ,41.0,2017-06-14,308640.0,False,https://open.spotify.com/album/0JacmVkCsfYIAUSwVXfc7q,https://open.spotify.com/track/4SWzCUmuOQiPb6MJhrqZlJ,japanese
133,BIBI,66,996941,https://open.spotify.com/artist/6UbmqUEgjLA6jAcXwbM1Z9,"['k-pop', 'korean r&b']",BIBI Vengeance,Lowlife Princess: Noir,80.0,2022-11-17,165135.0,False,https://open.spotify.com/album/2ZYIby6irhfnCE3uQDBCi0,https://open.spotify.com/track/0ra3bPUOj2YnY4FJHXtgHZ,korean
134,BIBI,66,996941,https://open.spotify.com/artist/6UbmqUEgjLA6jAcXwbM1Z9,"['k-pop', 'korean r&b']",BIBI Vengeance,Lowlife Princess: Noir,80.0,2022-11-17,165135.0,False,https://open.spotify.com/album/2ZYIby6irhfnCE3uQDBCi0,https://open.spotify.com/track/0ra3bPUOj2YnY4FJHXtgHZ,j-pop
135,ASIAN KUNG-FU GENERATION,59,991550,https://open.spotify.com/artist/0MK8l3nURwwQIjafvXoJJt,"['anime', 'j-pop', 'j-poprock', 'j-rock', 'japanese emo', 'japanese pop punk']",遥か彼方,BEST HIT AKG,69.0,2012-01-18,243346.0,False,https://open.spotify.com/album/2fgUFE1g0dJfGL007BoveA,https://open.spotify.com/track/5ORPYXJKlpHWIdceavSGrL,japanese
136,ASIAN KUNG-FU GENERATION,59,991550,https://open.spotify.com/artist/0MK8l3nURwwQIjafvXoJJt,"['anime', 'j-pop', 'j-poprock', 'j-rock', 'japanese emo', 'japanese pop punk']",遥か彼方,BEST HIT AKG,69.0,2012-01-18,243346.0,False,https://open.spotify.com/album/2fgUFE1g0dJfGL007BoveA,https://open.spotify.com/track/5ORPYXJKlpHWIdceavSGrL,j-pop
137,yama,62,963755,https://open.spotify.com/artist/7kOrrFIBIBc8uCu2zbxbLv,"['j-pop', 'japanese teen pop']",色彩,色彩,73.0,2022-10-02,192175.0,False,https://open.spotify.com/album/3gQJWupAma6DdzcHVBQ9Bn,https://open.spotify.com/track/1uveEvgKX4irLcp1BUTIFD,j-pop
138,yama,62,963755,https://open.spotify.com/artist/7kOrrFIBIBc8uCu2zbxbLv,"['j-pop', 'japanese teen pop']",色彩,色彩,73.0,2022-10-02,192175.0,False,https://open.spotify.com/album/3gQJWupAma6DdzcHVBQ9Bn,https://open.spotify.com/track/1uveEvgKX4irLcp1BUTIFD,japanese
139,JUJU,49,962932,https://open.spotify.com/artist/5VLVogbPeBgFHXQPZQzBej,"['j-pop', 'japanese r&b']",やさしさで溢れるように,What's Love?,57.0,2009-03-04,290773.0,False,https://open.spotify.com/album/4TeDxsreOzfWw3sEQL6e1z,https://open.spotify.com/track/1OiKgvbwehchswoMFmBBlb,japanese
140,DPR LIVE,60,957475,https://open.spotify.com/artist/0siBQaURCli5wn2lqv8WZg,['korean r&b'],Jasmine,Jasmine,70.0,2017-10-08,201510.0,False,https://open.spotify.com/album/2J4lOWOjWUYBRJoShrhAGk,https://open.spotify.com/track/2IgbYlOlFpiSFYnsqB39lM,korean
141,Joe Hisaishi,67,950184,https://open.spotify.com/artist/7nzSoJISlVJsn7O0yTeMOB,"['anime', 'anime score', 'japanese classical', 'japanese soundtrack', 'orchestral soundtrack']",Merry-Go-Round of Life - from 'Howl's Moving Castle',FREEDOM PIANO STORIES 4,71.0,2005-01-26,311106.0,False,https://open.spotify.com/album/5y3QOvNMlvamEs4rzua8JV,https://open.spotify.com/track/39uLYYZytVUwcjgeYLI409,japanese
142,EXILE,53,948681,https://open.spotify.com/artist/6zGmypGQUBXD4ZC9EbfMme,"['j-pop', 'j-pop boy group']",Lovers Again,EXILE EVOLUTION,58.0,2007-03-07,277366.0,False,https://open.spotify.com/album/6DsVzVRUgKFFMPxiPM8cNC,https://open.spotify.com/track/4wLQr28uORriOx5rNM8by7,j-pop
143,Popcaan,65,947440,https://open.spotify.com/artist/62DmErcU7dqZbJaDqwsqzR,"['dancehall', 'jamaican hip hop', 'reggae fusion', 'traphall']",We Caa Done (feat. Drake),Great Is He,63.0,2023-01-27,245240.0,True,https://open.spotify.com/album/5DVnzAiFpPirUnh3QPv1ZR,https://open.spotify.com/track/11pzZVbS8g6g2tfgSQR4uG,j-dance
144,[Alexandros],54,935440,https://open.spotify.com/artist/1luOe8HkZQ7zwuaO2wuJqI,"['anime', 'anime rock', 'j-pop', 'j-rock']",ワタリドリ,Where's My History?,43.0,2021-03-17,253600.0,False,https://open.spotify.com/album/3HcoGE0lkcDVOR6BhyfFDE,https://open.spotify.com/track/5PFxNrRme9z6jiprt8AfqX,j-pop
145,Yumi Matsutoya,54,934816,https://open.spotify.com/artist/1LQQtqc1vQ1neUgZrjYlEU,"['classic j-pop', 'j-pop', 'japanese singer-songwriter']",真夏の夜の夢,U-miz,58.0,1993-11-26,304173.0,False,https://open.spotify.com/album/6DZdcuevJOYVFc0B0jVYRs,https://open.spotify.com/track/4CV3yauEfKZObKt1Zp2hgy,j-pop
146,Yumi Matsutoya,54,934816,https://open.spotify.com/artist/1LQQtqc1vQ1neUgZrjYlEU,"['classic j-pop', 'j-pop', 'japanese singer-songwriter']",真夏の夜の夢,U-miz,58.0,1993-11-26,304173.0,False,https://open.spotify.com/album/6DZdcuevJOYVFc0B0jVYRs,https://open.spotify.com/track/4CV3yauEfKZObKt1Zp2hgy,japanese
147,Saucy Dog,63,905879,https://open.spotify.com/artist/4WqXqPmUuenMIr4QaFrZXN,"['j-indie', 'j-pop', 'japanese alternative rock']",Cinderella Boy,Lazy Sunday,55.0,2021-08-25,234323.0,False,https://open.spotify.com/album/2EqGqT6xIeNpaJJe5yjFr3,https://open.spotify.com/track/4UALTBWz0OdQcjbTsjFceV,j-pop
148,Saucy Dog,63,905879,https://open.spotify.com/artist/4WqXqPmUuenMIr4QaFrZXN,"['j-indie', 'j-pop', 'japanese alternative rock']",Cinderella Boy,Lazy Sunday,55.0,2021-08-25,234323.0,False,https://open.spotify.com/album/2EqGqT6xIeNpaJJe5yjFr3,https://open.spotify.com/track/4UALTBWz0OdQcjbTsjFceV,japanese
149,J SOUL BROTHERS III,52,905721,https://open.spotify.com/artist/1g51NlHKUXlgfvGP22m0uD,"['j-division', 'j-pop', 'j-pop boy group']",R.Y.U.S.E.I.,PLANET SEVEN,58.0,2015-01-28,325773.0,False,https://open.spotify.com/album/46OXLqw0s53wLDK2o22EhG,https://open.spotify.com/track/2AVA9gTyJsZaan4PcsNHSn,j-pop
150,sumika,56,874195,https://open.spotify.com/artist/0ySFZq3Wd0SQUyJUzmJAeb,"['anime', 'j-pop', 'j-rock', 'japanese teen pop']",フィクション,Chime,64.0,2019-03-13,230760.0,False,https://open.spotify.com/album/3foRklHeA5lXq56ZsEbkfv,https://open.spotify.com/track/543jStmHR1VrSfpxmjUIn6,japanese
151,sumika,56,874195,https://open.spotify.com/artist/0ySFZq3Wd0SQUyJUzmJAeb,"['anime', 'j-pop', 'j-rock', 'japanese teen pop']",フィクション,Chime,64.0,2019-03-13,230760.0,False,https://open.spotify.com/album/3foRklHeA5lXq56ZsEbkfv,https://open.spotify.com/track/543jStmHR1VrSfpxmjUIn6,j-pop
152,KANGDANIEL,57,868461,https://open.spotify.com/artist/5vGoWnZO65NBgiZYBmi3iW,['k-pop'],SOS,REALIEZ,74.0,2023-06-19,191826.0,False,https://open.spotify.com/album/70ptf4PxBI5aZdXWPbxTs0,https://open.spotify.com/track/3x9zIsVAQUNvU3J2tR58Di,j-pop
153,Ken Hirai,51,863374,https://open.spotify.com/artist/6jIhEiXcCAyBsuEI7qZ9vc,"['classic j-pop', 'j-pop', 'japanese singer-songwriter']",瞳をとじて,SENTIMENTALovers,47.0,2004-11-24,341240.0,False,https://open.spotify.com/album/0M5ANuYRJNLSjds7oleNh3,https://open.spotify.com/track/2hxE4LWxgTLgPmDvBWxtPd,japanese
